skill_name,folder_name,source_repo,category,description,file_count,archive_path
tooluniverse-drug-drug-interaction,tooluniverse-drug-drug-interaction,openclaw,clinical,"Comprehensive drug-drug interaction (DDI) prediction and risk assessment. Analyzes interaction mechanisms (CYP450, transporters, pharmacodynamic), severity classification, clinical evidence grading, and provides management strategies. Supports single drug pairs, polypharmacy analysis (3+ drugs), and alternative drug recommendations. Use when users ask about drug interactions, medication safety, polypharmacy risks, or need DDI assessment for clinical decision support.",10,openclaw/tooluniverse-drug-drug-interaction
tooluniverse-drug-repurposing,tooluniverse-drug-repurposing,openclaw,clinical,"Identify drug repurposing candidates using ToolUniverse for target-based, compound-based, and disease-driven strategies. Searches existing drugs for new therapeutic indications by analyzing targets, bioactivity, safety profiles, and literature evidence. Use when exploring drug repurposing opportunities, finding new indications for approved drugs, or when users mention drug repositioning, off-label uses, or therapeutic alternatives.",4,openclaw/tooluniverse-drug-repurposing
tooluniverse-drug-research,tooluniverse-drug-research,openclaw,genomics,"Generates comprehensive drug research reports with compound disambiguation, evidence grading, and mandatory completeness sections. Covers identity, chemistry, pharmacology, targets, clinical trials, safety, pharmacogenomics, and ADMET properties. Use when users ask about drugs, medications, therapeutics, or need drug profiling, safety assessment, or clinical development research.",11,openclaw/tooluniverse-drug-research
tooluniverse-drug-target-validation,tooluniverse-drug-target-validation,openclaw,genomics,"Comprehensive computational validation of drug targets for early-stage drug discovery. Evaluates targets across 10 dimensions (disambiguation, disease association, druggability, chemical matter, clinical precedent, safety, pathway context, validation evidence, structural insights, validation roadmap) using 60+ ToolUniverse tools. Produces a quantitative Target Validation Score (0-100) with GO/NO-GO recommendation. Use when users ask about target validation, druggability assessment, target prioritization, or ""is X a good drug target for Y?""",3,openclaw/tooluniverse-drug-target-validation
tooluniverse-epigenomics,tooluniverse-epigenomics,openclaw,genomics,"Production-ready genomics and epigenomics data processing for BixBench questions. Handles methylation array analysis (CpG filtering, differential methylation, age-related CpG detection, chromosome-level density), ChIP-seq peak analysis (peak calling, motif enrichment, coverage stats), ATAC-seq chromatin accessibility, multi-omics integration (expression + methylation correlation), and genome-wide statistics. Pure Python computation (pandas, scipy, numpy, pysam, statsmodels) plus ToolUniverse annotation tools (Ensembl, ENCODE, SCREEN, JASPAR, ReMap, RegulomeDB, ChIPAtlas). Supports BED, BigWig, methylation beta-value matrices, Illumina manifest files, and multi-sample clinical data. Use when processing methylation data, ChIP-seq peaks, ATAC-seq signals, or answering questions about CpG sites, differential methylation, chromatin accessibility, histone marks, or epigenomic statistics.",5,openclaw/tooluniverse-epigenomics
tooluniverse-expression-data-retrieval,tooluniverse-expression-data-retrieval,openclaw,genomics,"Retrieves gene expression and omics datasets from ArrayExpress and BioStudies with gene disambiguation, experiment quality assessment, and structured reports. Creates comprehensive dataset profiles with metadata, sample information, and download links. Use when users need expression data, omics datasets, or mention ArrayExpress (E-MTAB, E-GEOD) or BioStudies (S-BSST) accessions.",3,openclaw/tooluniverse-expression-data-retrieval
tooluniverse-gene-enrichment,tooluniverse-gene-enrichment,openclaw,pathway,"Perform comprehensive gene enrichment and pathway analysis using gseapy (ORA and GSEA), PANTHER, STRING, Reactome, and 40+ ToolUniverse tools. Supports GO enrichment (BP, MF, CC), KEGG, Reactome, WikiPathways, MSigDB Hallmark, and 220+ Enrichr libraries. Handles multiple ID types (gene symbols, Ensembl, Entrez, UniProt), multiple organisms (human, mouse, rat, fly, worm, yeast), customizable backgrounds, and multiple testing correction (BH, Bonferroni). Use when users ask about gene enrichment, pathway analysis, GO term enrichment, KEGG pathway analysis, GSEA, over-representation analysis, functional annotation, or gene set analysis.",15,openclaw/tooluniverse-gene-enrichment
tooluniverse-gwas-drug-discovery,tooluniverse-gwas-drug-discovery,openclaw,genomics,"Transform GWAS signals into actionable drug targets and repurposing opportunities. Performs locus-to-gene mapping, target druggability assessment, existing drug identification, safety profile evaluation, and clinical trial matching. Use when discovering drug targets from GWAS data, finding drug repurposing opportunities from genetic associations, or translating GWAS findings into therapeutic leads.",6,openclaw/tooluniverse-gwas-drug-discovery
tooluniverse-gwas-finemapping,tooluniverse-gwas-finemapping,openclaw,genomics,"Identify and prioritize causal variants at GWAS loci using statistical fine-mapping and locus-to-gene predictions. Computes posterior probabilities for causal variants, links variants to genes via L2G predictions, annotates functional consequences, and suggests validation strategies. Use when asked to fine-map GWAS loci, prioritize causal variants, identify credible sets, or link GWAS signals to causal genes.",6,openclaw/tooluniverse-gwas-finemapping
tooluniverse-gwas-snp-interpretation,tooluniverse-gwas-snp-interpretation,openclaw,genomics,"Interpret genetic variants (SNPs) from GWAS studies by aggregating evidence from multiple databases (GWAS Catalog, Open Targets Genetics, ClinVar). Retrieves variant annotations, GWAS trait associations, fine-mapping evidence, locus-to-gene predictions, and clinical significance. Use when asked to interpret a SNP by rsID, find disease associations for a variant, assess clinical significance, or answer questions like ""What diseases is rs429358 associated with?"" or ""Interpret rs7903146"".",9,openclaw/tooluniverse-gwas-snp-interpretation
tooluniverse-gwas-study-explorer,tooluniverse-gwas-study-explorer,openclaw,genomics,"Compare GWAS studies, perform meta-analyses, and assess replication across cohorts. Integrates NHGRI-EBI GWAS Catalog and Open Targets Genetics to compare study designs, effect sizes, ancestry diversity, and heterogeneity statistics. Use when comparing GWAS studies for a trait, performing meta-analysis of genetic loci, assessing replication across cohorts, or exploring the genetic architecture of complex diseases.",6,openclaw/tooluniverse-gwas-study-explorer
tooluniverse-gwas-trait-to-gene,tooluniverse-gwas-trait-to-gene,openclaw,genomics,"Discover genes associated with diseases and traits using GWAS data from the GWAS Catalog (500,000+ associations) and Open Targets Genetics (L2G predictions). Identifies genetic risk factors, prioritizes causal genes via locus-to-gene scoring, and assesses druggability. Use when asked to find genes associated with a disease or trait, discover genetic risk factors, translate GWAS signals to gene targets, or answer questions like ""What genes are associated with type 2 diabetes?""",7,openclaw/tooluniverse-gwas-trait-to-gene
tooluniverse-image-analysis,tooluniverse-image-analysis,openclaw,bioinformatics-general,"Production-ready microscopy image analysis and quantitative imaging data skill for colony morphometry, cell counting, fluorescence quantification, and statistical analysis of imaging-derived measurements. Processes ImageJ/CellProfiler output (area, circularity, intensity, cell counts), performs Dunnett's test, Cohen's d effect size, power analysis, Shapiro-Wilk normality tests, two-way ANOVA, polynomial regression, natural spline regression with confidence intervals, and comparative morphometry. Supports CSV/TSV measurement tables, multi-channel fluorescence data, colony swarming assays, and neuron counting datasets. Use when analyzing microscopy measurement data, colony area/circularity, cell count statistics, swarming assays, co-culture ratio optimization, or answering questions about imaging-derived quantitative data.",16,openclaw/tooluniverse-image-analysis
tooluniverse-immune-repertoire-analysis,tooluniverse-immune-repertoire-analysis,openclaw,single-cell,"Comprehensive immune repertoire analysis for T-cell and B-cell receptor sequencing data. Analyze TCR/BCR repertoires to assess clonality, diversity, V(D)J gene usage, CDR3 characteristics, convergence, and predict epitope specificity. Integrate with single-cell data for clonotype-phenotype associations. Use for adaptive immune response profiling, cancer immunotherapy research, vaccine response assessment, autoimmune disease studies, or repertoire diversity analysis in immunology research.",1,openclaw/tooluniverse-immune-repertoire-analysis
tooluniverse-immunotherapy-response-prediction,tooluniverse-immunotherapy-response-prediction,openclaw,multi-omics,"Predict patient response to immune checkpoint inhibitors (ICIs) using multi-biomarker integration. Given a cancer type, somatic mutations, and optional biomarkers (TMB, PD-L1, MSI status), performs systematic analysis across 11 phases covering TMB classification, neoantigen burden estimation, MSI/MMR assessment, PD-L1 evaluation, immune microenvironment profiling, mutation-based resistance/sensitivity prediction, clinical evidence retrieval, and multi-biomarker score integration. Generates a quantitative ICI Response Score (0-100), response likelihood tier, specific ICI drug recommendations with evidence, resistance risk factors, and a monitoring plan. Use when oncologists ask about immunotherapy eligibility, checkpoint inhibitor selection, or biomarker-guided ICI treatment decisions.",5,openclaw/tooluniverse-immunotherapy-response-prediction
tooluniverse-infectious-disease,tooluniverse-infectious-disease,openclaw,proteomics,"Rapid pathogen characterization and drug repurposing analysis for infectious disease outbreaks. Identifies pathogen taxonomy, essential proteins, predicts structures, and screens existing drugs via docking. Use when facing novel pathogens, emerging infections, or needing rapid therapeutic options during outbreaks.",4,openclaw/tooluniverse-infectious-disease
tooluniverse-literature-deep-research,tooluniverse-literature-deep-research,openclaw,genomics,"Conduct comprehensive literature research with target disambiguation, evidence grading, and structured theme extraction. Creates a detailed report with mandatory completeness checklist, biological model synthesis, and testable hypotheses. For biological targets, resolves official IDs (Ensembl/UniProt), synonyms, naming collisions, and gathers expression/pathway context before literature search. Default deliverable is a report file; for single factoid questions, uses a fast verification mode and may include an inline answer. Use when users need thorough literature reviews, target profiles, or to verify specific claims from the literature.",5,openclaw/tooluniverse-literature-deep-research
tooluniverse-metabolomics,tooluniverse-metabolomics,openclaw,multi-omics,"Comprehensive metabolomics research skill for identifying metabolites, analyzing studies, and searching metabolomics databases. Integrates HMDB (220k+ metabolites), MetaboLights, Metabolomics Workbench, and PubChem. Use when asked to identify or annotate metabolites (HMDB IDs, chemical properties, pathways), retrieve metabolomics study information from MetaboLights (MTBLS*) or Metabolomics Workbench (ST*), search for studies by keywords or disease, or generate comprehensive metabolomics research reports.",19,openclaw/tooluniverse-metabolomics
tooluniverse-metabolomics-analysis,tooluniverse-metabolomics-analysis,openclaw,transcriptomics,"Analyze metabolomics data including metabolite identification, quantification, pathway analysis, and metabolic flux. Processes LC-MS, GC-MS, NMR data from targeted and untargeted experiments. Performs normalization, statistical analysis, pathway enrichment, metabolite-enzyme integration, and biomarker discovery. Use when analyzing metabolomics datasets, identifying differential metabolites, studying metabolic pathways, integrating with transcriptomics/proteomics, discovering metabolic biomarkers, performing flux balance analysis, or characterizing metabolic phenotypes in disease, drug response, or physiological conditions.",1,openclaw/tooluniverse-metabolomics-analysis
tooluniverse-multi-omics-integration,tooluniverse-multi-omics-integration,openclaw,genomics,"Integrate and analyze multiple omics datasets (transcriptomics, proteomics, epigenomics, genomics, metabolomics) for systems biology and precision medicine. Performs cross-omics correlation, multi-omics clustering (MOFA+, NMF), pathway-level integration, and sample matching. Coordinates ToolUniverse skills for expression data (RNA-seq), epigenomics (methylation, ChIP-seq), variants (SNVs, CNVs), protein interactions, and pathway enrichment. Use when analyzing multi-omics datasets, performing integrative analysis, discovering multi-omics biomarkers, studying disease mechanisms across molecular layers, or conducting systems biology research that requires coordinated analysis of transcriptome, genome, epigenome, proteome, and metabolome data.",1,openclaw/tooluniverse-multi-omics-integration
tooluniverse-multiomic-disease-characterization,tooluniverse-multiomic-disease-characterization,openclaw,genomics,"Comprehensive multi-omics disease characterization integrating genomics, transcriptomics, proteomics, pathway, and therapeutic layers for systems-level understanding. Produces a detailed multi-omics report with quantitative confidence scoring (0-100), cross-layer gene concordance analysis, biomarker candidates, therapeutic opportunities, and mechanistic hypotheses. Uses 80+ ToolUniverse tools across 8 analysis layers. Use when users ask about disease mechanisms, multi-omics analysis, systems biology of disease, biomarker discovery, or therapeutic target identification from a disease perspective.",3,openclaw/tooluniverse-multiomic-disease-characterization
tooluniverse-network-pharmacology,tooluniverse-network-pharmacology,openclaw,clinical,"Construct and analyze compound-target-disease networks for drug repurposing, polypharmacology discovery, and systems pharmacology. Builds multi-layer networks from ChEMBL, OpenTargets, STRING, DrugBank, Reactome, FAERS, and 60+ other ToolUniverse tools. Calculates Network Pharmacology Scores (0-100), identifies repurposing candidates, predicts mechanisms, and analyzes polypharmacology. Use when users ask about drug repurposing via network analysis, multi-target drug effects, compound-target-disease networks, systems pharmacology, or polypharmacology.",3,openclaw/tooluniverse-network-pharmacology
tooluniverse-pharmacovigilance,tooluniverse-pharmacovigilance,openclaw,genomics,"Analyze drug safety signals from FDA adverse event reports, label warnings, and pharmacogenomic data. Calculates disproportionality measures (PRR, ROR), identifies serious adverse events, assesses pharmacogenomic risk variants. Use when asked about drug safety, adverse events, post-market surveillance, or risk-benefit assessment.",4,openclaw/tooluniverse-pharmacovigilance
tooluniverse-phylogenetics,tooluniverse-phylogenetics,openclaw,genomics,"Production-ready phylogenetics and sequence analysis skill for alignment processing, tree analysis, and evolutionary metrics. Computes treeness, RCV, treeness/RCV, parsimony informative sites, evolutionary rate, DVMC, tree length, alignment gap statistics, GC content, and bootstrap support using PhyKIT, Biopython, and DendroPy. Performs NJ/UPGMA/parsimony tree construction, Robinson-Foulds distance, Mann-Whitney U tests, and batch analysis across gene families. Integrates with ToolUniverse for sequence retrieval (NCBI, UniProt, Ensembl) and tree annotation. Use when processing FASTA/PHYLIP/Nexus/Newick files, computing phylogenetic metrics, comparing taxa groups, or answering questions about alignments, trees, parsimony, or molecular evolution.",14,openclaw/tooluniverse-phylogenetics
tooluniverse-polygenic-risk-score,tooluniverse-polygenic-risk-score,openclaw,genomics,"Build and interpret polygenic risk scores (PRS) for complex diseases using GWAS summary statistics. Calculates genetic risk profiles, interprets PRS percentiles, and assesses disease predisposition across conditions including type 2 diabetes, coronary artery disease, and Alzheimer's disease. Use when asked to calculate polygenic risk scores, interpret genetic risk for complex diseases, build custom PRS from GWAS data, or answer questions like ""What is my genetic predisposition to breast cancer?""",8,openclaw/tooluniverse-polygenic-risk-score
tooluniverse-precision-medicine-stratification,tooluniverse-precision-medicine-stratification,openclaw,genomics,"Comprehensive patient stratification for precision medicine by integrating genomic, clinical, and therapeutic data. Given a disease/condition, genomic data (germline variants, somatic mutations, expression), and optional clinical parameters, performs multi-phase analysis across 9 phases covering disease disambiguation, genetic risk assessment, disease-specific molecular stratification, pharmacogenomic profiling, comorbidity/DDI risk, pathway analysis, clinical evidence and guideline mapping, clinical trial matching, and integrated outcome prediction. Generates a quantitative Precision Medicine Risk Score (0-100) with risk tier assignment (Low/Intermediate/High/Very High), treatment algorithm (1st/2nd/3rd line), pharmacogenomic guidance, clinical trial matches, and monitoring plan. Use when clinicians ask about patient risk stratification, treatment selection, prognosis prediction, or personalized therapeutic strategy across cancer, metabolic, cardiovascular, neurological, or rare diseases.",6,openclaw/tooluniverse-precision-medicine-stratification
tooluniverse-precision-oncology,tooluniverse-precision-oncology,openclaw,clinical,"Provide actionable treatment recommendations for cancer patients based on molecular profile. Interprets tumor mutations, identifies FDA-approved therapies, finds resistance mechanisms, matches clinical trials. Use when oncologist asks about treatment options for specific mutations (EGFR, KRAS, BRAF, etc.), therapy resistance, or clinical trial eligibility.",4,openclaw/tooluniverse-precision-oncology
tooluniverse-protein-structure-retrieval,tooluniverse-protein-structure-retrieval,openclaw,genomics,"Retrieves protein structure data from RCSB PDB, PDBe, and AlphaFold with protein disambiguation, quality assessment, and comprehensive structural profiles. Creates detailed structure reports with experimental metadata, ligand information, and download links. Use when users need protein structures, 3D models, crystallography data, or mention PDB IDs (4-character codes like 1ABC) or UniProt accessions.",3,openclaw/tooluniverse-protein-structure-retrieval
tooluniverse-protein-therapeutic-design,tooluniverse-protein-therapeutic-design,openclaw,proteomics,"Design novel protein therapeutics (binders, enzymes, scaffolds) using AI-guided de novo design. Uses RFdiffusion for backbone generation, ProteinMPNN for sequence design, ESMFold/AlphaFold2 for validation. Use when asked to design protein binders, therapeutic proteins, or engineer protein function.",4,openclaw/tooluniverse-protein-therapeutic-design
tooluniverse-proteomics-analysis,tooluniverse-proteomics-analysis,openclaw,transcriptomics,"Analyze mass spectrometry proteomics data including protein quantification, differential expression, post-translational modifications (PTMs), and protein-protein interactions. Processes MaxQuant, Spectronaut, DIA-NN, and other MS platform outputs. Performs normalization, statistical analysis, pathway enrichment, and integration with transcriptomics. Use when analyzing proteomics data, comparing protein abundance between conditions, identifying PTM changes, studying protein complexes, integrating protein and RNA data, discovering protein biomarkers, or conducting quantitative proteomics experiments.",1,openclaw/tooluniverse-proteomics-analysis
tooluniverse-rare-disease-diagnosis,tooluniverse-rare-disease-diagnosis,openclaw,genomics,"Provide differential diagnosis for patients with suspected rare diseases based on phenotype and genetic data. Matches symptoms to HPO terms, identifies candidate diseases from Orphanet/OMIM, prioritizes genes for testing, interprets variants of uncertain significance. Use when clinician asks about rare disease diagnosis, unexplained phenotypes, or genetic testing interpretation.",4,openclaw/tooluniverse-rare-disease-diagnosis
tooluniverse-rnaseq-deseq2,tooluniverse-rnaseq-deseq2,openclaw,transcriptomics,"Production-ready RNA-seq differential expression analysis using PyDESeq2. Performs DESeq2 normalization, dispersion estimation, Wald testing, LFC shrinkage, and result filtering. Handles multi-factor designs, multiple contrasts, batch effects, and integrates with gene enrichment (gseapy) and ToolUniverse annotation tools (UniProt, Ensembl, OpenTargets). Supports CSV/TSV/H5AD input formats and any organism. Use when analyzing RNA-seq count matrices, identifying DEGs, performing differential expression with statistical rigor, or answering questions about gene expression changes.",20,openclaw/tooluniverse-rnaseq-deseq2
tooluniverse-sequence-retrieval,tooluniverse-sequence-retrieval,openclaw,genomics,"Retrieves biological sequences (DNA, RNA, protein) from NCBI and ENA with gene disambiguation, accession type handling, and comprehensive sequence profiles. Creates detailed reports with sequence metadata, cross-database references, and download options. Use when users need nucleotide sequences, protein sequences, genome data, or mention GenBank, RefSeq, EMBL accessions.",3,openclaw/tooluniverse-sequence-retrieval
tooluniverse-single-cell,tooluniverse-single-cell,openclaw,single-cell,"""Production-ready single-cell and expression matrix analysis using scanpy, anndata, and scipy. Performs scRNA-seq QC, normalization, PCA, UMAP, Leiden/Louvain clustering, differential expression (Wilcoxon, t-test, DESeq2), cell type annotation, per-cell-type statistical analysis, gene-expression correlation, batch correction (Harmony), trajectory inference, and cell-cell communication analysis. NEW: Analyzes ligand-receptor interactions between cell types using OmniPath (CellPhoneDB, CellChatDB), scores communication strength, identifies signaling cascades, and handles multi-subunit receptor complexes. Integrates with ToolUniverse gene annotation tools (HPA, Ensembl, MyGene, UniProt) and enrichment tools (gseapy, PANTHER, STRING). Supports h5ad, 10X, CSV/TSV count matrices, and pre-annotated datasets. Use when analyzing single-cell RNA-seq data, studying cell-cell interactions, performing cell type differential expression, computing gene-expression correlations by cell type, analyzing tumor-immune communication, or answering questions about scRNA-seq datasets.""",19,openclaw/tooluniverse-single-cell
tooluniverse-spatial-omics-analysis,tooluniverse-spatial-omics-analysis,openclaw,genomics,"Computational analysis framework for spatial multi-omics data integration. Given spatially variable genes (SVGs), spatial domain annotations, tissue type, and disease context from spatial transcriptomics/proteomics experiments (10x Visium, MERFISH, DBiTplus, SLIDE-seq, etc.), performs comprehensive biological interpretation including pathway enrichment, cell-cell interaction inference, druggable target identification, immune microenvironment characterization, and multi-modal integration. Produces a detailed markdown report with Spatial Omics Integration Score (0-100), domain-by-domain characterization, and validation recommendations. Uses 70+ ToolUniverse tools across 9 analysis phases. Use when users ask about spatial transcriptomics analysis, spatial omics interpretation, tissue heterogeneity, spatial gene expression patterns, tumor microenvironment mapping, tissue zonation, or cell-cell communication from spatial data.",2,openclaw/tooluniverse-spatial-omics-analysis
tooluniverse-spatial-transcriptomics,tooluniverse-spatial-transcriptomics,openclaw,single-cell,"Analyze spatial transcriptomics data to map gene expression in tissue architecture. Supports 10x Visium, MERFISH, seqFISH, Slide-seq, and imaging-based platforms. Performs spatial clustering, domain identification, cell-cell proximity analysis, spatial gene expression patterns, tissue architecture mapping, and integration with single-cell data. Use when analyzing spatial transcriptomics datasets, studying tissue organization, identifying spatial expression patterns, mapping cell-cell interactions in tissue context, characterizing tumor microenvironment spatial structure, or integrating spatial and single-cell RNA-seq data for comprehensive tissue analysis.",1,openclaw/tooluniverse-spatial-transcriptomics
tooluniverse-statistical-modeling,tooluniverse-statistical-modeling,openclaw,clinical,"Perform statistical modeling and regression analysis on biomedical datasets. Supports linear regression, logistic regression (binary/ordinal/multinomial), mixed-effects models, Cox proportional hazards survival analysis, Kaplan-Meier estimation, and comprehensive model diagnostics. Extracts odds ratios, hazard ratios, confidence intervals, p-values, and effect sizes. Designed to solve BixBench statistical reasoning questions involving clinical/experimental data. Use when asked to fit regression models, compute odds ratios, perform survival analysis, run statistical tests, or interpret model coefficients from provided data.",17,openclaw/tooluniverse-statistical-modeling
tooluniverse-structural-variant-analysis,tooluniverse-structural-variant-analysis,openclaw,genomics,"Comprehensive structural variant (SV) analysis skill for clinical genomics. Classifies SVs (deletions, duplications, inversions, translocations), assesses pathogenicity using ACMG-adapted criteria, evaluates gene disruption and dosage sensitivity, and provides clinical interpretation with evidence grading. Use when analyzing CNVs, large deletions/duplications, chromosomal rearrangements, or any structural variants requiring clinical interpretation.",3,openclaw/tooluniverse-structural-variant-analysis
tooluniverse-systems-biology,tooluniverse-systems-biology,openclaw,genomics,"Comprehensive systems biology and pathway analysis using multiple pathway databases (Reactome, KEGG, WikiPathways, Pathway Commons, BioModels). Performs pathway enrichment, protein-pathway mapping, keyword searches, and systems-level analysis. Use when analyzing gene sets, exploring biological pathways, or investigating systems-level biology.",9,openclaw/tooluniverse-systems-biology
tooluniverse-target-research,tooluniverse-target-research,openclaw,genomics,"Gather comprehensive biological target intelligence from 9 parallel research paths covering protein info, structure, interactions, pathways, expression, variants, drug interactions, and literature. Features collision-aware searches, evidence grading (T1-T4), explicit Open Targets coverage, and mandatory completeness auditing. Use when users ask about drug targets, proteins, genes, or need target validation, druggability assessment, or comprehensive target profiling.",4,openclaw/tooluniverse-target-research
tooluniverse-variant-analysis,tooluniverse-variant-analysis,openclaw,genomics,"Production-ready VCF processing, variant annotation, mutation analysis, and structural variant (SV/CNV) interpretation for bioinformatics questions. Parses VCF files (streaming, large files), classifies mutation types (missense, nonsense, synonymous, frameshift, splice, intronic, intergenic) and structural variants (deletions, duplications, inversions, translocations), applies VAF/depth/quality/consequence filters, annotates with ClinVar/dbSNP/gnomAD/CADD via ToolUniverse, interprets SV/CNV clinical significance using ClinGen dosage sensitivity scores, computes variant statistics, and generates reports. Solves questions like ""What fraction of variants with VAF < 0.3 are missense?"", ""How many non-reference variants remain after filtering intronic/intergenic?"", ""What is the pathogenicity of this deletion affecting BRCA1?"", or ""Which dosage-sensitive genes overlap this CNV?"". Use when processing VCF files, annotating variants, filtering by VAF/depth/consequence, classifying mutations, interpreting structural variants, assessing CNV pathogenicity, comparing cohorts, or answering variant analysis questions.",19,openclaw/tooluniverse-variant-analysis
tooluniverse-variant-interpretation,tooluniverse-variant-interpretation,openclaw,genomics,"Systematic clinical variant interpretation from raw variant calls to ACMG-classified recommendations with structural impact analysis. Aggregates evidence from ClinVar, gnomAD, CIViC, UniProt, and PDB across ACMG criteria. Produces pathogenicity scores (0-100), clinical recommendations, and treatment implications. Use when interpreting genetic variants, classifying variants of uncertain significance (VUS), performing ACMG variant classification, or translating variant calls to clinical actionability.",4,openclaw/tooluniverse-variant-interpretation
travel-health-analyzer,travel-health-analyzer,openclaw,biology-other,分析旅行健康数据、评估目的地健康风险、提供疫苗接种建议、生成多语言紧急医疗信息卡片。支持WHO/CDC数据集成的专业级旅行健康风险评估。,1,openclaw/travel-health-analyzer
trial-eligibility-agent,trial-eligibility-agent,openclaw,clinical,Parse trial protocols and patient data to produce criterion-level MET/NOT/UNKNOWN determinations with evidence and gaps for clinical trial screening tasks.,3,openclaw/trial-eligibility-agent
trialgpt-matching,trialgpt-matching,openclaw,biology-other,Trial shortlist,38,openclaw/trialgpt-matching
uniprot-database,uniprot-database,openclaw,genomics,"""Direct REST API access to UniProt. Protein searches, FASTA retrieval, ID mapping, Swiss-Prot/TrEMBL. For Python workflows with multiple databases, prefer bioservices (unified interface to 40+ services). Use this for direct HTTP/REST work or UniProt-specific control.""",8,openclaw/uniprot-database
using-git-worktrees,using-git-worktrees,openclaw,biology-other,Use when starting feature work that needs isolation from current workspace or before executing implementation plans - creates isolated git worktrees with smart directory selection and safety verification,1,openclaw/using-git-worktrees
using-superpowers,using-superpowers,openclaw,bioinformatics-general,"Use when starting any conversation - establishes how to find and use skills, requiring Skill tool invocation before ANY response including clarifying questions",1,openclaw/using-superpowers
usmle,usmle,openclaw,bioinformatics-general,"Prepare for US medical licensing exams with progress tracking, weak area analysis, question bank management, and residency match planning.",8,openclaw/usmle
vaex,vaex,openclaw,visualization,"Use this skill for processing and analyzing large tabular datasets (billions of rows) that exceed available RAM. Vaex excels at out-of-core DataFrame operations, lazy evaluation, fast aggregations, efficient visualization of big data, and machine learning on large datasets. Apply when users need to work with large CSV/HDF5/Arrow/Parquet files, perform fast statistics on massive datasets, create visualizations of big data, or build ML pipelines that do not fit in memory.",8,openclaw/vaex
varcadd-pathogenicity,varcadd-pathogenicity,openclaw,genomics,Variant Scorer,1,openclaw/varcadd-pathogenicity
verification-before-completion,verification-before-completion,openclaw,biology-other,"Use when about to claim work is complete, fixed, or passing, before committing or creating PRs - requires running verification commands and confirming output before making any success claims; evidence before assertions always",1,openclaw/verification-before-completion
wearable-analysis-agent,wearable-analysis-agent,openclaw,bioinformatics-general,"Analyzes longitudinal wearable sensor data (heart rate, activity, sleep) to detect anomalies and provide personalized health insights.",3,openclaw/wearable-analysis-agent
weightloss-analyzer,weightloss-analyzer,openclaw,biology-other,分析减肥数据、计算代谢率、追踪能量缺口、管理减肥阶段,1,openclaw/weightloss-analyzer
wellally-tech,wellally-tech,openclaw,multi-omics,"Integrate digital health data sources (Apple Health, Fitbit, Oura Ring) and connect to WellAlly.tech knowledge base. Import external health device data, standardize to local format, and recommend relevant WellAlly.tech knowledge base articles based on health data. Support generic CSV/JSON import, provide intelligent article recommendations, and help users better manage personal health data.",9,openclaw/wellally-tech
wikipedia-search,wikipedia-search,openclaw,proteomics,"Search and fetch structured content from Wikipedia using the MediaWiki API for reliable, encyclopedic information",4,openclaw/wikipedia-search
writing-plans,writing-plans,openclaw,biology-other,"Use when you have a spec or requirements for a multi-step task, before touching code",1,openclaw/writing-plans
writing-skills,writing-skills,openclaw,biology-other,"Use when creating new skills, editing existing skills, or verifying skills work before deployment",8,openclaw/writing-skills
zarr-python,zarr-python,openclaw,multi-omics,"Chunked N-D arrays for cloud storage. Compressed arrays, parallel I/O, S3/GCS integration, NumPy/Dask/Xarray compatible, for large-scale scientific computing pipelines.",3,openclaw/zarr-python
"""adaptyv-bio""",adaptyv-bio,sciagent,transcriptomics,"""API + Python SDK for ordering cell-free protein expression and binding assays. Submit sequences for expression (10–100 µg), measure binding affinity (KD) against targets, track status, and retrieve results programmatically — no wet-lab setup. Built for ML-guided directed evolution and antibody/nanobody optimization. Requires Adaptyv account and API key.""",1,sciagent/proteomics-protein-engineering/adaptyv-bio
"""arboreto-grn-inference""",arboreto-grn-inference,sciagent,single-cell,"""GRN inference from expression via GRNBoost2 (gradient boosting) or GENIE3 (Random Forest). Load matrix, filter by TFs, infer TF-target-importance links, save network. Dask-parallelized to single-cell scale. Core SCENIC component.""",1,sciagent/genomics-bioinformatics/arboreto-grn-inference
"""archs4-database""",archs4-database,sciagent,genomics,"""Query ARCHS4 REST API for uniformly processed RNA-seq expression, tissue patterns, co-expression across 1M+ human/mouse samples. Retrieve z-scores, co-expressed genes, samples by metadata, HDF5 matrices. For variant population genetics use gnomad-database; for pathway enrichment use gget-genomic-databases (Enrichr).""",1,sciagent/genomics-bioinformatics/archs4-database
"""autodock-vina-docking""",autodock-vina-docking,sciagent,clinical,"""Molecular docking with AutoDock Vina (Python API). Receptor/ligand prep (Meeko + RDKit), grid box, docking, pose and binding energy analysis, and batch virtual screening.""",4,sciagent/structural-biology-drug-discovery/autodock-vina-docking
"""bakta-genome-annotation""",bakta-genome-annotation,sciagent,genomics,"""Annotate bacterial and archaeal genomes and plasmids with Bakta's Prodigal/HMM/diamond pipeline. Identifies CDS, ncRNA, tRNA, rRNA, tmRNA, sORFs, CRISPR arrays, oriC/oriV/oriT, and gaps against a curated UniRef-derived database. Produces NCBI-compatible GFF3, GenBank, EMBL, JSON, FASTA, TSV, and a circular genome plot. Use Prokka for legacy pipelines or non-bacterial kingdoms; PGAP for NCBI GenBank submission.""",1,sciagent/genomics-bioinformatics/bakta-genome-annotation
